id,hex
997,FFFFFF
8,BFDAE3
567,B0F0FF
688,B0FFB8
695,70FF70
315,70FF71
184,268F45
68,268F45
667,268F45
20040,268F45
20039,268F45
20038,268F45
500,1F9D5A
107,1F9D5A
219,1F9D5A
299,1F9D5A
644,1F9D5A
947,1F9D5A
985,1F9D5A
320,1F9D5A
943,1F9D5A
648,1F9D5A
844,1F9D5A
882,1F9D5A
993,1F9D5A
656,1F9D5A
962,1F9D5A
767,1F9D5A
1021,1F9D5A
1085,1F9D5A
453,188064
12993,188064
12994,188064
12995,188064
12996,188064
12997,188064
12998,188064
322,188064
793,188064
346,188064
865,188064
921,188064
686,188064
719,188064
353,188064
558,188064
838,188064
654,188064
702,188064
889,188064
929,188064
329,188064
981,188064
201,188064
1047,188064
1070,188064
1038,188064
1062,188064
20093,188064
20092,188064
20091,188064
20090,188064
20089,188064
20088,188064
20087,188064
337,188064
1030,188064
113,188064
1094,188064
1128,188064
478,188064
510,188064
345,188064
878,188064
657,188064
950,188064
974,188064
1102,188064
2,188064
369,188064
450,188064
854,188064
577,188064
625,188064
945,188064
1026,188064
361,188064
1006,188064
670,188064
1086,188064
1111,188064
9,188064
461,188064
20128,188064
20127,188064
20126,188064
20125,188064
20124,188064
20123,188064
20122,188064
378,188064
873,188064
806,188064
1035,188064
1090,188064
862,188064
893,188064
1057,009C75
36,009C75
180,009C75
148,009C75
187,009C75
638,009C75
662,009C75
677,11AD83
897,11AD83
1106,11AD83
1010,11AD83
1058,11AD83
857,11AD83
849,11AD83
247,19399
1011,19399
527,19399
600,19399
678,19399
252,19399
156,19399
243,19399
20086,19399
20085,19399
20084,19399
20083,19399
20082,19399
20081,19399
20080,19399
1002,19399
735,19399
251,19399
816,19399
847,19399
954,19399
1005,19399
1027,19399
696,19399
643,19399
759,19399
791,19399
249,19399
456,19399
1018,19399
959,19399
755,19399
990,19399
1023,19399
520,19399
598,19399
669,08858C
801,08858C
561,08858C
913,08858C
937,08858C
457,08858C
497,08858C
402,08858C
1074,08858C
905,08858C
1114,08858C
233,08858C
601,08858C
649,08858C
394,08858C
281,08858C
1066,08858C
401,08858C
433,08858C
1046,08858C
441,08858C
409,08858C
421,08858C
973,08858C
573,08858C
613,08858C
74,08858C
121,08858C
385,08858C
593,08858C
821,08858C
721,08858C
778,08858C
33,08858C
305,08858C
425,08858C
750,08858C
269,08858C
869,08858C
902,08858C
377,08858C
393,08858C
533,08858C
805,08858C
41,08858C
501,08858C
565,08858C
257,08858C
469,08858C
20113,08858C
20112,08858C
20111,08858C
20110,08858C
20109,08858C
20108,08858C
20107,08858C
20100,08858C
20099,08858C
20098,08858C
20097,08858C
20096,08858C
20095,08858C
20094,08858C
31,40A666
572,40A666
1053,40A666
739,40A666
179,40A666
227,40A666
39,40A666
935,40A666
211,40A666
1015,40A666
919,40A666
927,40A666
48,40A666
588,40A666
296,40A666
772,40A666
810,40A666
819,40A666
972,2FA850
171,2FA850
195,2FA850
304,2FA850
363,2FA850
84,2FA850
132,2FA850
44,59B363
707,59B363
747,59B363
556,59B363
827,59B363
1054,59B363
1081,59B363
714,248A5E
264,248A5E
492,248A5E
352,248A5E
476,248A5E
516,248A5E
723,248A5E
448,248A5E
412,248A5E
630,248A5E
440,248A5E
488,248A5E
731,248A5E
484,248A5E
524,248A5E
582,248A5E
620,248A5E
910,248A5E
20037,248A5E
738,248A5E
746,248A5E
969,248A5E
288,248A5E
1125,248A5E
608,248A5E
680,248A5E
95,219866
104,219866
996,219866
328,219866
1101,219866
783,219866
831,219866
111,219866
120,219866
163,219866
344,219866
314,219866
355,219866
119,219866
704,219866
694,219866
800,219866
675,219866
699,219866
254,1AA698
894,1AA698
671,1AA698
965,1AA698
774,1AA698
906,1AA698
279,1AA698
20079,1AA698
20078,1AA698
20077,1AA698
20076,1AA698
20075,1AA698
20074,1AA698
20073,1AA698
20072,1AA698
20071,1AA698
20070,1AA698
20069,1AA698
20068,1AA698
20067,1AA698
20066,1AA698
20065,1AA698
20064,1AA698
20063,1AA698
20062,1AA698
20061,1AA698
20060,1AA698
20059,1AA698
879,1AA698
442,1AA698
434,1AA698
545,1AA698
610,1AA698
274,1AA698
330,1AA698
886,1AA698
542,1AA698
606,1AA698
430,1AA698
687,1AA698
590,1AA698
622,1AA698
22,009FAC
532,009FAC
241,009FAC
635,009FAC
683,009FAC
308,009FAC
340,009FAC
20120,009FAC
20119,009FAC
20118,009FAC
20117,009FAC
20116,009FAC
20115,009FAC
20114,009FAC
417,009FAC
20106,009FAC
20105,009FAC
20104,009FAC
20103,009FAC
20102,009FAC
20101,009FAC
541,15B0B3
97,15B0B3
1127,15B0B3
234,15B0B3
289,15B0B3
729,15B0B3
786,15B0B3
922,0E9684
540,0E9684
888,0E9684
692,0E9684
335,0E9684
368,0E9684
895,0D9F91
836,0D9F91
427,0D9F91
988,0D9F91
977,0D9F91
1045,0D9F91
698,9AD2BD
507,9AD2BD
212,82C7AE
220,82C7AE
228,9AD2BD
236,82C7AE
244,9AD2BD
151,9DF0D2
188,9DF0D2
196,95E4C8
204,9DF0D2
159,54BF94
167,54BF94
175,54BF94
183,54BF94
191,54BF94
199,54BF94
160,54BF94
168,54BF94
589,62D09F
597,62D09F
297,62D09F
1034,62D09F
1042,62D09F
1050,62D09F
1059,62D09F
605,62D09F
306,62D09F
1067,62D09F
1075,62D09F
1082,62D09F
814,A4DAA4
496,A4DAA4
535,A4DAA4
360,A4DAA4
646,A4DAA4
267,A4DAA4
961,6ACBBA
152,6ACBBA
276,6ACBBA
284,6ACBBA
291,6ACBBA
619,95E4C8
392,95E4C8
260,95E4C8
268,95E4C8
1139,95E4C8
631,61E7B7
639,61E7B7
192,61E7B7
200,61E7B7
208,61E7B7
647,61E7B7
655,61E7B7
584,61E7B7
376,61E7B7
216,61E7B7
224,61E7B7
232,61E7B7
663,61E7B7
592,61E7B7
383,61E7B7
240,61E7B7
248,61E7B7
256,61E7B7
788,59DAAB
400,59DAAB
408,59DAAB
416,59DAAB
424,59DAAB
566,A8ECD3
517,A8ECD3
1140,A8ECD3
1141,A8ECD3
1142,A8ECD3
1089,7ED04B
1080,7ED04B
375,7ED04B
382,7ED04B
391,7ED04B
399,7ED04B
407,66A83D
415,7ED04B
423,7ED04B
431,7ED04B
438,7ED04B
446,66A83D
454,7ED04B
463,7ED04B
471,7ED04B
479,7ED04B
486,7ED04B
495,66A83D
504,7ED04B
726,7ED04B
10703,7ED04B
10704,7ED04B
632,66A83D
10702,7ED04B
734,7ED04B
742,7ED04B
751,7ED04B
758,7ED04B
766,7ED04B
775,7ED04B
782,7ED04B
790,7ED04B
799,7ED04B
807,7ED04B
815,7ED04B
823,7ED04B
982,7ED04B
19,7ED04B
822,32B825
909,32B825
918,32B825
1121,32B825
20,32B825
999,32B825
715,32B825
764,32B825
52,32B825
92,32B825
312,32B825
139,32B825
387,32B825
28,32B825
60,32B825
926,32B825
526,32B825
543,32B825
468,32B825
508,32B825
664,32B825
712,32B825
727,32B825
550,32B825
743,32B825
934,32B825
259,32B825
324,32B825
371,32B825
419,32B825
1133,32B825
843,72D569
10693,72D569
10694,72D569
10695,72D569
1037,48C83C
10696,48C83C
10697,48C83C
10698,48C83C
1084,59B947
10699,59B947
10700,59B947
10701,59B947
502,4FC244
509,4FC244
829,4FC244
845,4BB547
837,4FC244
518,4FC244
853,4FC244
870,4BB547
861,4FC244
20058,58BA48
20057,58BA48
20056,58BA48
20055,56B84B
20054,58BA48
20053,58BA48
20052,58BA48
20051,56B84B
20050,58BA48
20020,33B932
20049,33B932
703,8ADA87
16,8ADA87
583,8ADA87
942,A0EE9D
952,A0EE9D
966,A0EE9D
131,90EB8D
295,9DE79C
303,9DE79C
311,9DE79C
451,9DE79C
319,84EA81
327,84EA81
334,84EA81
780,97EC93
623,98D6F9
477,98D6F9
485,98D6F9
672,98D6F9
493,80CDF8
56,80CDF8
998,80CDF8
754,80CDF8
481,80CDF8
489,80CDF8
144,80CDF8
458,80CDF8
465,80CDF8
473,80CDF8
20036,80CDF8
275,90CBED
242,90CBED
250,90CBED
258,90CBED
266,90CBED
310,90CBED
333,90CBED
278,80C0E2
23,80C0E2
292,80C0E2
536,80C0E2
544,80C0E2
551,80C0E2
559,80C0E2
1105,80C0E2
403,80C0E2
411,80C0E2
418,80C0E2
426,80C0E2
472,80C0E2
480,80C0E2
487,80C0E2
435,80C0E2
803,8599CC
818,8599CC
1022,8599CC
1031,8599CC
835,A2B1D8
342,A2B1D8
298,A2B1D8
826,96A7D3
904,96A7D3
564,96A7D3
596,96A7D3
581,96A7D3
809,B3C0DF
351,B3C0DF
359,B3C0DF
537,B3C0DF
498,B3C0DF
505,B3C0DF
513,B3C0DF
546,B3C0DF
521,B3C0DF
554,B3C0DF
562,B3C0DF
529,B3C0DF
367,B3C0DF
569,B3C0DF
578,B3C0DF
585,B3C0DF
594,B3C0DF
602,B3C0DF
287,B3C0DF
343,FF7080
1129,FF7080
549,FF7080
864,FF8084
637,FF8084
629,FF8084
685,FF8084
709,FF8084
718,FF8084
725,FF8084
733,FF8084
741,FF8084
20024,FF8084
406,FF8084
414,FF8084
422,FF8084
609,FF8084
1044,FF8084
1008,FF8084
475,FF8084
1072,FF8084
1079,FF8084
1088,FF8084
170,FF8084
20043,FF8084
20042,FF8084
20041,FF8084
856,FF909F
138,FF909F
218,FF909F
1020,FF909F
1029,FF909F
325,FF909F
20028,FF909F
20027,FF909F
239,FF909F
255,FF909F
127,FF909F
1096,FF909F
1104,FF909F
64,FF909F
1120,FF909F
1113,FF909F
155,FF909F
444,FF909F
59,FF909F
362,FF909F
617,FF909F
626,FF909F
636,FF909F
366,FF909F
1077,FF909F
571,FF909F
149,FF909F
15,FF909F
181,FF909F
20026,FF909F
51,FF909F
189,FF909F
599,FF909F
907,FF909F
575,FF909F
930,FF909F
20025,FF909F
262,FF909F
1014,FF909F
27,FF909F
20023,FF909F
178,FF909F
300,FF909F
316,FF909F
321,FF909F
958,FF909F
483,FF909F
186,FF909F
953,FF909F
1097,E64438
157,FF5D50
390,FF5D50
332,FF5D50
432,FF5D50
38,FF5D50
71,FF5D50
47,FF5D50
79,FF5D50
103,FF5D50
652,FF5D50
660,FF5D50
94,FF5D50
55,FF5D50
87,FF5D50
110,FF5D50
30,FF5D50
118,FF5D50
223,FF5D50
141,FF5547
72,FF5547
80,FF5547
263,FF5547
272,FF5547
830,FF5547
668,FF5547
676,FF5547
684,FF5547
452,FF5547
523,FF5547
763,FF5547
914,FF5547
1109,FF5547
1124,FF5547
126,FF5547
133,FF5547
347,FF5547
286,FF5547
338,FF5547
20022,FF5547
689,FF5547
467,FF4C3E
88,FF4C3E
700,FF4C3E
708,FF4C3E
716,FF4C3E
724,FF4C3E
331,FF4C3E
210,FF4C3E
491,FF4C3E
732,FF4C3E
20015,FF4C3E
20014,FF4C3E
20013,FF4C3E
20012,FF4C3E
525,FF4C3E
1110,FF4C3E
1118,FF4C3E
557,FF4C3E
1126,FF4C3E
1,FF4C3E
515,FF4C3E
740,FF4C3E
748,FF4C3E
756,FF4C3E
980,FF4C3E
1004,FF4C3E
63,FF4C3E
439,FF4C3E
447,FF4C3E
455,FF4C3E
464,FF4C3E
693,FF4C3E
761,FF4C3E
769,FF4C3E
777,FF4C3E
785,FF4C3E
946,FF4C3E
290,F2483B
194,F2483B
226,F2483B
356,F2483B
364,F2483B
20021,F2483B
173,F2483B
470,F2483B
614,F2483B
797,F2483B
796,F2483B
804,F2483B
10671,F2483B
313,FF64FF
339,FF7AFF
302,FF7AFF
851,FF7AFF
842,FF7AFF
834,FF7AFF
4,FF7AFF
811,FF7AFF
820,FF7AFF
828,FF7AFF
580,FF7AFF
271,FF7AFF
874,FF7AFF
460,FF7AFF
20017,FF7AFF
323,FF90FF
381,FF90FF
749,FF90FF
20010,FF90FF
246,FF90FF
128,FF90FF
539,FF90FF
548,FF90FF
555,FF90FF
294,FF90FF
26,FF90FF
42,FF90FF
17,FF90FF
10,FF90FF
494,FF90FF
503,FF90FF
511,FF90FF
795,FF90FF
50,FF90FF
67,FF90FF
587,FF90FF
20001,FF90FF
1100,FF90FF
215,FF90FF
531,FF90FF
628,FF90FF
634,FF90FF
706,FF90FF
1061,FF90FF
20035,FF90FF
20034,FF90FF
616,FF90FF
214,FF90FF
35,FF90FF
20033,FF90FF
975,FF90FF
115,FF90FF
20011,FF90FF
757,FF90FF
231,FF90FF
66,FF90FF
75,FF90FF
58,FF90FF
615,FF90FF
348,FF90FF
374,FFA6FF
1052,FFA6FF
165,FFA6FF
12,FFA6FF
100,FFA6FF
20009,FFA6FF
20008,FFA6FF
20007,FFA6FF
20006,FFA6FF
20005,FFA6FF
20004,FFA6FF
20003,FFA6FF
20002,FFA6FF
197,FFA6FF
591,FFA6FF
872,FFA6FF
1065,FF9B88
771,FF9B88
1132,FFAE6F
612,FFAE6F
82,FFAE6F
90,FFAE6F
99,FFAE6F
7,FFAE6F
867,FFAE6F
123,FFAE6F
881,FFAE6F
860,FFAE6F
868,FFAE6F
875,FFAE6F
883,FFAE6F
891,FFAE6F
890,FFAE6F
899,FFAE6F
915,FFAE6F
923,FFAE6F
398,FFAE6F
122,FFAE6F
105,FFAE6F
114,FFAE6F
987,FFBA86
280,FFBA86
880,FFBA86
283,FFBA86
20016,FFBA86
898,FFBA86
931,FFBA86
1093,FFBA86
552,FFBA86
318,FFBA86
462,FFBA86
534,FFBA86
574,FFBA86
621,FFBA86
20032,FFBA86
20031,FFBA86
20030,FFBA86
20029,FFBA86
1117,FFC395
679,FFC395
137,FFC395
130,FFC395
147,FFC395
162,FFC395
604,FFC395
146,FFC395
238,FFC395
350,FFC395
358,FFC395
354,FF9BCD
386,FFA5D2
207,FFA5D2
607,FFA5D2
112,FFA5D2
560,FFA5D2
96,FFA5D2
101,FFA5D2
720,FFA5D2
711,FFA5D2
1039,FFA5D2
903,FFA5D2
642,FFA5D2
651,FFA5D2
659,FFA5D2
666,FFA5D2
674,FFA5D2
682,FFA5D2
691,FFA5D2
429,FFA5D2
437,FFA5D2
445,FFA5D2
77,FFA5D2
53,FFA5D2
61,FFA5D2
45,FFA5D2
69,FFA5D2
20019,FFA5D2
789,FFA5D2
370,FFB3D9
653,FFB3D9
568,FFB3D9
661,FFB3D9
576,FFB3D9
640,FFB3D9
135,FFB3D9
939,FFB3D9
143,FFB3D9
839,FFB3D9
887,FFB3D9
1048,FFB3D9
372,FFB3D9
83,FFB3D9
136,FFB3D9
106,FFB3D9
203,FFB3D9
235,FFB3D9
955,FFB3D9
963,FFB3D9
307,FFB3D9
395,FFB3D9
1098,FFB3D9
1107,FFB3D9
852,FFB3D9
859,FFB3D9
938,FFB3D9
970,FFB3D9
978,FFB3D9
154,FFB3D9
161,FFB3D9
177,FFB3D9
169,FFB3D9
995,FFB3D9
1069,FFB3D9
185,FFB3D9
193,FFB3D9
701,FFB3D9
209,FFB3D9
202,FFB3D9
225,FFB3D9
217,FFB3D9
765,FFB3D9
773,FFB3D9
781,FFB3D9
76,FFB3D9
379,FFC6E2
206,FFC6E2
230,FFC6E2
222,FFC6E2
512,F0F080
528,F0F080
1144,FFFC91
1145,FFFC91
1143,ECE754
645,FFFC91
912,FFFC91
10707,FFFC91
10706,FFFC91
10705,ECE754
920,FFFC91
976,FFFC91
10710,FFFC91
10709,FFFC91
10708,ECE754
984,FFFC91
10713,FFFC91
10712,FFFC91
10711,ECE754
928,FFFC91
992,FFFC91
10716,FFFC91
10715,FFFC91
10714,ECE754
1001,FFFC91
10719,FFFC91
10718,FFFC91
10717,ECE754
1091,FFFC91
10722,FFFC91
10721,FFFC91
10720,ECE754
936,FFFC91
10725,FFFC91
10724,FFFC91
10723,ECE754
944,FFFC91
10728,FFFC91
10727,FFFC91
10726,ECE754
951,FFFC91
10731,FFFC91
10730,FFFC91
10729,ECE754
957,FFFC91
10734,FFFC91
10733,FFFC91
10732,ECE754
968,FFFC91
10737,FFFC91
10736,FFFC91
10735,ECE754
1073,FFFC91
1007,FFFC91
10674,FFFC91
10673,FFFC91
10672,ECE754
1017,FFFC91
1056,FFFC91
10677,FFFC91
10676,FFFC91
10675,ECE754
1064,FFFC91
10680,FFFC91
10679,FFFC91
10678,ECE754
1025,FFFC91
10683,FFFC91
10682,FFFC91
10681,ECE754
1033,FFFC91
10686,FFFC91
10685,FFFC91
10684,ECE754
1041,FFFC91
10689,FFFC91
10688,FFFC91
10687,ECE754
1049,FFFC91
10692,FFFC91
10691,FFFC91
10690,ECE754
519,F0F080
989,FFFDBC
91,FFFDBC
846,FFFDBC
20018,FFFDBC
1009,CCCCCC
967,CCCCCC
885,CCCCCC
949,CCCCCC
840,CCCCCC
1016,CCCCCC
21,CCCCCC
665,CCCCCC
538,CCCCCC
459,CCCCCC
900,CCCCCC
848,CCCCCC
876,CCCCCC
916,CCCCCC
336,CCCCCC
117,CCCCCC
125,CCCCCC
357,CCCCCC
832,CCCCCC
62,CCCCCC
158,CCCCCC
911,CCCCCC
384,CCCCCC
710,CCCCCC
901,CCCCCC
93,CCCCCC
229,CCCCCC
705,CCCCCC
794,CCCCCC
798,CCCCCC
1131,CCCCCC
1116,CCCCCC
933,CCCCCC
1076,CCCCCC
413,CCCCCC
948,CCCCCC
841,CCCCCC
641,CCCCCC
506,CCCCCC
658,CCCCCC
633,CCCCCC
482,CCCCCC
808,CCCCCC
917,CCCCCC
237,CCCCCC
717,CCCCCC
813,CCCCCC
925,CCCCCC
792,CCCCCC
932,CCCCCC
570,CCCCCC
522,CCCCCC
858,CCCCCC
586,CCCCCC
514,CCCCCC
380,CCCCCC
388,CCCCCC
396,CCCCCC
697,CCCCCC
871,CCCCCC
29,CCCCCC
389,CCCCCC
245,CCCCCC
261,CCCCCC
270,CCCCCC
293,CCCCCC
277,CCCCCC
253,CCCCCC
285,CCCCCC
627,CCCCCC
960,CCCCCC
744,CCCCCC
752,CCCCCC
326,CCCCCC
812,CCCCCC
85,CCCCCC
850,CCCCCC
866,CCCCCC
78,CCCCCC
1123,CCCCCC
553,CCCCCC
499,CCCCCC
650,CCCCCC
490,CCCCCC
404,CCCCCC
410,CCCCCC
373,CCCCCC
728,CCCCCC
20048,CCCCCC
983,CCCCCC
776,CCCCCC
956,CCCCCC
579,CCCCCC
964,CCCCCC
1108,CCCCCC
971,CCCCCC
979,CCCCCC
20047,CCCCCC
986,CCCCCC
784,CCCCCC
6,CCCCCC
924,CCCCCC
1036,CCCCCC
1012,CCCCCC
1003,CCCCCC
994,CCCCCC
190,CCCCCC
198,CCCCCC
1019,CCCCCC
1028,CCCCCC
896,CCCCCC
1092,CCCCCC
14,CCCCCC
86,CCCCCC
365,CCCCCC
20046,CCCCCC
20045,CCCCCC
1000,CCCCCC
760,CCCCCC
142,CCCCCC
102,CCCCCC
109,CCCCCC
134,CCCCCC
309,CCCCCC
317,CCCCCC
877,CCCCCC
1051,CCCCCC
1060,CCCCCC
1043,CCCCCC
863,CCCCCC
397,CCCCCC
221,CCCCCC
736,CCCCCC
855,CCCCCC
205,CCCCCC
213,CCCCCC
941,CCCCCC
991,CCCCCC
768,CCCCCC
884,CCCCCC
892,CCCCCC
908,CCCCCC
940,CCCCCC
1099,CCCCCC
466,CCCCCC
530,CCCCCC
603,CCCCCC
745,CCCCCC
420,CCCCCC
737,CCCCCC
428,CCCCCC
436,CCCCCC
618,CCCCCC
443,CCCCCC
449,CCCCCC
713,CCCCCC
474,CCCCCC
37,CCCCCC
301,CCCCCC
20044,CCCCCC
824,CCCCCC
54,CCCCCC
405,CCCCCC
174,CCCCCC
349,CCCCCC
817,CCCCCC
825,CCCCCC
833,CCCCCC
166,CCCCCC
341,CCCCCC
182,CCCCCC
762,CCCCCC
770,CCCCCC
779,CCCCCC
787,CCCCCC
150,CCCCCC
46,CCCCCC
753,CCCCCC
690,CCCCCC
681,CCCCCC
673,CCCCCC
1068,CCCCCC
722,CCCCCC
1083,CCCCCC
802,CCCCCC
595,CCCCCC
611,CCCCCC
730,CCCCCC
70,CCCCCC
547,CCCCCC
563,CCCCCC
73,AAAAAA
81,AAAAAA
89,AAAAAA
98,AAAAAA
108,AAAAAA
116,AAAAAA
124,AAAAAA
129,AAAAAA
140,AAAAAA
145,AAAAAA
153,AAAAAA
164,AAAAAA
1024,AAAAAA
1032,AAAAAA
1055,AAAAAA
1063,AAAAAA
1071,AAAAAA
1078,AAAAAA
1040,AAAAAA
1087,AAAAAA
1095,AAAAAA
1103,AAAAAA
1112,AAAAAA
1119,AAAAAA
3,AAAAAA
11,AAAAAA
18,AAAAAA
25,AAAAAA
34,AAAAAA
43,AAAAAA
49,AAAAAA
57,AAAAAA
65,AAAAAA
624,AAAAAA
20121,7F2E7E
